,coil_no,YieldStrength,TensileStrength,TotalElongation,coil_thickness,steel_design_description,grade,grade_head,grade_tail,sample_direction,sample_location,c_amount,mn_amount,p_amount,s_amount,si_amount,cu_amount,ni_amount,cr_amount,mo_amount,al_amount,nb_amount,ca_amount,n_amount,ti_amount,v_amount,TF1_EXIT_AVG_BODY,TBC_thickness,TEMP_FM_ENTRY_AVG,TEMP_FM_EXIT_AVG,TEMP_COILING_AVG
11556,23B193366,67.1,77.2,31.43,0.453900009393692,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.064,0.852,0.0058,0.0,0.021,0.117,0.051,0.062,0.015,0.035,0.019,0.003,0.012,0.0,0.002,2087.618,54.1801,1871.0,1598.0,1076.0
11847,23B194229,67.34,73.55,39.7,0.747099995613098,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.062,0.9,0.0077,0.0015,0.03,0.125,0.044,0.036,0.01,0.0304,0.022,0.0039,0.0052,0.002,0.004,2101.892,54.20925,1720.0,1589.0,1160.0
11848,23B194234,66.55,74.45,27.98,0.375999987125397,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.921,0.0069,0.0019,0.037,0.128,0.052,0.053,0.011,0.0333,0.024,0.0032,0.0078,0.001,0.004,2087.618,54.18248,1835.0,1599.0,1063.0
11849,23B194235,64.4,73.5,41.82,0.754100024700165,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.921,0.0069,0.0019,0.037,0.128,0.052,0.053,0.011,0.0333,0.024,0.0032,0.0078,0.001,0.004,2089.148,54.18507,1828.0,1551.0,1083.0
11853,23B194253,67.1,74.0,38.83,0.619000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.064,0.962,0.0113,0.0032,0.024,0.121,0.048,0.047,0.012,0.0282,0.021,0.0032,0.0105,0.001,0.002,2076.224,54.19279,1814.0,1614.0,1088.0
11854,23B194262,62.5,70.7,36.65,0.503000020980835,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.062,0.89,0.008,0.0025,0.028,0.131,0.045,0.037,0.012,0.036,0.025,0.003,0.0095,0.002,0.004,2053.022,54.1891,1794.0,1601.0,1081.0
11855,23B194270,66.30000000000001,73.94999999999999,34.18,0.493999987840652,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.064,0.891,0.0073,0.0043,0.028,0.127,0.045,0.042,0.009,0.034,0.021,0.0027,0.0088,0.001,0.003,2047.82,59.12839,1814.0,1598.0,1076.0
11856,23B194274,63.7,73.7,41.8,1.0,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.882,0.0086,0.0019,0.026,0.126,0.045,0.041,0.01,0.034,0.022,0.0032,0.0088,0.001,0.004,2064.848,54.186,1810.0,1527.0,1027.0
11924,23B194418,68.3,75.2,30.33,0.342099994421005,06NB51 600050,06NB51,06NB51,06NB51,L,T,0.063,0.854,0.0087,0.0009,0.013,0.13,0.055,0.064,0.011,0.038,0.019,0.0038,0.0088,0.001,0.003,2127.938,54.16772,1841.0,1598.0,1041.0
11925,23B194418,67.5,76.3,29.59,0.342099994421005,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.854,0.0087,0.0009,0.013,0.13,0.055,0.064,0.011,0.038,0.019,0.0038,0.0088,0.001,0.003,2127.938,54.16772,1841.0,1598.0,1041.0
11926,23B194419,65.9,75.3,29.9,0.342099994421005,06NB51 600050,06NB51,06NB51,06NB51,L,T,0.063,0.854,0.0087,0.0009,0.013,0.13,0.055,0.064,0.011,0.038,0.019,0.0038,0.0088,0.001,0.003,2142.302,54.15768,1857.0,1599.0,1045.0
11927,23B194419,67.9,76.4,29.55,0.342099994421005,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.854,0.0087,0.0009,0.013,0.13,0.055,0.064,0.011,0.038,0.019,0.0038,0.0088,0.001,0.003,2142.302,54.15768,1857.0,1599.0,1045.0
11930,23B194424,68.3,75.8,29.52,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.841,0.0073,0.0006,0.024,0.127,0.044,0.041,0.009,0.0327,0.02,0.0032,0.008,0.001,0.003,2132.24,49.23882,1857.0,1598.0,1050.0
11931,23B194426,67.1,75.6,28.395,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.841,0.0073,0.0006,0.024,0.127,0.044,0.041,0.009,0.0327,0.02,0.0032,0.008,0.001,0.003,2164.262,49.23032,1859.0,1599.0,1049.0
11932,23B194428,70.9,76.3,26.08,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.887,0.0108,0.0,0.041,0.133,0.049,0.064,0.01,0.0338,0.017,0.0033,0.008,0.001,0.004,2089.4,49.24886,1835.0,1596.0,1043.0
11933,23B194430,69.2,76.8,26.02,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.887,0.0108,0.0,0.041,0.133,0.049,0.064,0.01,0.0338,0.017,0.0033,0.008,0.001,0.004,2094.404,49.25009,1859.0,1599.0,1041.0
11934,23B194433,69.1,76.2,27.55,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.899,0.008,0.0033,0.025,0.128,0.046,0.059,0.01,0.03,0.019,0.0025,0.0095,0.001,0.003,2061.482,49.25654,1851.0,1596.0,1043.0
11935,23B194435,67.1,76.1,25.82,0.393099993467331,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.899,0.008,0.0033,0.025,0.128,0.046,0.059,0.01,0.03,0.019,0.0025,0.0095,0.001,0.003,2061.086,54.182,1850.0,1592.0,1043.0
11938,23B194442,56.6,73.5,42.2,0.993900001049042,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.051,0.917,0.0058,0.0037,0.013,0.131,0.044,0.04,0.009,0.044,0.018,0.0026,0.0096,0.001,0.003,2076.962,54.18576,1882.0,1605.0,1140.0
11939,23B194444,64.3,74.9,36.04,0.994000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.053,0.941,0.007,0.0033,0.021,0.129,0.045,0.056,0.01,0.0342,0.019,0.0032,0.0016,0.001,0.003,2077.79,54.18387,1875.0,1583.0,1085.0
11940,23B194445,64.2,75.5,34.0,0.752900004386902,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.053,0.941,0.007,0.0033,0.021,0.129,0.045,0.056,0.01,0.0342,0.019,0.0032,0.0016,0.001,0.003,2058.782,54.19132,1878.0,1599.0,1022.0
11943,23B194448,62.6,75.5,33.17,0.618900001049042,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.053,0.941,0.007,0.0033,0.021,0.129,0.045,0.056,0.01,0.0342,0.019,0.0032,0.0016,0.001,0.003,2081.174,54.18504,1851.0,1576.0,984.0
11944,23B194450,65.1,74.6,32.26,0.493099987506866,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.053,0.941,0.007,0.0033,0.021,0.129,0.045,0.056,0.01,0.0342,0.019,0.0032,0.0016,0.001,0.003,2119.982,54.17386,1868.0,1626.0,1029.0
11945,23B194451,65.1,75.2,32.46,0.493000000715256,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.909,0.0058,0.003,0.026,0.119,0.043,0.04,0.009,0.0387,0.022,0.0031,0.0075,0.002,0.003,2115.842,54.16837,1875.0,1612.0,1018.0
11946,23B194452,63.7,74.4,37.01,0.75,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.909,0.0058,0.003,0.026,0.119,0.043,0.04,0.009,0.0387,0.022,0.0031,0.0075,0.002,0.003,2109.362,54.16897,1873.0,1608.0,1058.0
11947,23B194453,60.4,73.7,41.8,0.999800026416779,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.909,0.0058,0.003,0.026,0.119,0.043,0.04,0.009,0.0387,0.022,0.0031,0.0075,0.002,0.003,2104.412,54.17413,1893.0,1628.0,1131.0
11948,23B194460,60.6,72.6,29.98,0.753000020980835,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.895,0.0071,0.0029,0.013,0.128,0.042,0.048,0.009,0.0276,0.019,0.0026,0.0089,0.001,0.003,2134.598,54.15574,1886.0,1599.0,991.0
11949,23B194463,63.1,73.4,37.59,0.752799987792969,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.055,0.895,0.0071,0.0029,0.013,0.128,0.042,0.048,0.009,0.0276,0.019,0.0026,0.0089,0.001,0.003,2139.26,54.15771,1860.0,1623.0,1043.0
11950,23B194466,65.7,76.7,38.93,0.750100016593933,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.061,0.933,0.0093,0.0017,0.026,0.137,0.041,0.047,0.009,0.0297,0.022,0.0032,0.0093,0.001,0.003,2088.572,54.17632,1859.0,1601.0,1038.0
11951,23B194467,58.9,77.0,34.99,0.744099974632263,06NB51 600050,06NB51,06NB55,06NB55,T,T,0.061,0.933,0.0093,0.0017,0.026,0.137,0.041,0.047,0.009,0.0297,0.022,0.0032,0.0093,0.001,0.003,2062.202,54.1873,1866.0,1596.0,968.0
11952,23B194472,68.2,74.6,29.34,0.294099986553192,06NB51 600050,06NB51,06NB51,06NB51,L,T,0.059,0.966,0.006,0.0026,0.015,0.125,0.04,0.043,0.009,0.0324,0.019,0.0036,0.01,0.001,0.003,2089.868,49.25118,1864.0,1603.0,1041.0
11953,23B194472,68.4,76.0,30.35,0.294099986553192,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.966,0.006,0.0026,0.015,0.125,0.04,0.043,0.009,0.0324,0.019,0.0036,0.01,0.001,0.003,2089.868,49.25118,1864.0,1603.0,1041.0
11958,23B194485,65.6,74.3,19.34,0.113099999725819,06NB51 600050,06NB51,06NB55,06NB51,L,T,0.057,0.941,0.0058,0.0027,0.015,0.124,0.042,0.049,0.008,0.0319,0.017,0.0026,0.0071,0.001,0.003,2125.346,59.08091,1851.0,1603.0,1058.0
11959,23B194485,68.7,75.5,25.64,0.113099999725819,06NB51 600050,06NB51,06NB55,06NB51,T,T,0.057,0.941,0.0058,0.0027,0.015,0.124,0.042,0.049,0.008,0.0319,0.017,0.0026,0.0071,0.001,0.003,2125.346,59.08091,1851.0,1603.0,1058.0
11962,23B194487,64.7,73.1,35.28,0.742999970912933,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.057,0.941,0.0058,0.0027,0.015,0.124,0.042,0.049,0.008,0.0319,0.017,0.0026,0.0071,0.001,0.003,2137.226,59.07052,1893.0,1623.0,1103.0
11963,23B194491,61.1,73.3,37.41,0.743099987506866,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.057,0.941,0.0058,0.0027,0.015,0.124,0.042,0.049,0.008,0.0319,0.017,0.0026,0.0071,0.001,0.003,2144.426,59.06804,1873.0,1607.0,1065.0
11964,23B194492,60.8,72.9,36.51,0.619199991226196,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.057,0.941,0.0058,0.0027,0.015,0.124,0.042,0.049,0.008,0.0319,0.017,0.0026,0.0071,0.001,0.003,2143.094,59.07509,1862.0,1630.0,1068.0
11965,23B194494,61.8,73.3,37.99,0.618900001049042,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.054,0.933,0.0074,0.0008,0.014,0.122,0.041,0.045,0.008,0.03,0.018,0.0025,0.0085,0.001,0.003,2145.398,59.07225,1900.0,1576.0,1043.0
11966,23B194501,62.25,73.44999999999999,38.545,0.618900001049042,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.91,0.0056,0.0019,0.016,0.118,0.044,0.038,0.009,0.0335,0.019,0.003,0.0094,0.001,0.003,2152.148,59.06719,1882.0,1581.0,1047.0
11967,23B194508,62.4,75.30000000000001,31.604999999999997,0.619000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.058,0.893,0.0047,0.0012,0.018,0.115,0.041,0.038,0.008,0.033,0.019,0.0026,0.0107,0.001,0.003,2132.384,59.07813,1866.0,1598.0,1052.0
11968,23B194514,62.5,73.8,36.02,0.619199991226196,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.058,0.935,0.0062,0.0027,0.021,0.117,0.041,0.04,0.008,0.0336,0.02,0.0041,0.0074,0.001,0.003,2153.264,59.06731,1877.0,1625.0,1166.0
11969,23B194517,60.2,72.8,36.25,0.619099974632263,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.058,0.935,0.0062,0.0027,0.021,0.117,0.041,0.04,0.008,0.0336,0.02,0.0041,0.0074,0.001,0.003,2162.084,59.06611,1871.0,1603.0,1106.0
12319,23B196037,66.7,77.9,36.44,1.0029000043869,06NB51 600050,06NB51,06NB55,06NB51,T,T,0.059,0.872,0.0064,0.0016,0.023,0.122,0.051,0.045,0.006,0.0164,0.017,0.0025,0.0088,0.0,0.003,2133.968,54.15895,1916.0,1583.0,1007.0
12320,23B196038,61.4,75.2,41.27,1.00010001659393,06NB51 600050,06NB51,06NB55,06NB51,T,T,0.059,0.872,0.0064,0.0016,0.023,0.122,0.051,0.045,0.006,0.0164,0.017,0.0025,0.0088,0.0,0.003,2147.738,54.15716,1916.0,1643.0,1113.0
12321,23B196041,65.0,74.9,29.53,0.500199973583221,06NB51 600050,06NB51,06NB51,06NB51,T,H,0.059,0.872,0.0064,0.0016,0.023,0.122,0.051,0.045,0.006,0.0164,0.017,0.0025,0.0088,0.0,0.003,2146.388,54.15319,1918.0,1641.0,1108.0
12322,23B196041,65.5,75.6,29.2,0.500199973583221,06NB51 600050,06NB51,06NB51,06NB51,T,M,0.059,0.872,0.0064,0.0016,0.023,0.122,0.051,0.045,0.006,0.0164,0.017,0.0025,0.0088,0.0,0.003,2146.388,54.15319,1918.0,1641.0,1108.0
12323,23B196041,61.4,71.1,29.97,0.500199973583221,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.872,0.0064,0.0016,0.023,0.122,0.051,0.045,0.006,0.0164,0.017,0.0025,0.0088,0.0,0.003,2146.388,54.15319,1918.0,1641.0,1108.0
12324,23B196043,70.2,79.4,28.49,0.375099986791611,06NB51 600050,06NB51,06NB51,06NB60,T,T,0.059,0.872,0.0064,0.0016,0.023,0.122,0.051,0.045,0.006,0.0164,0.017,0.0025,0.0088,0.0,0.003,2145.794,54.15181,1905.0,1646.0,1050.0
12336,23B196069,62.6,71.8,31.08,0.294099986553192,06NB51 600050,06NB51,06NB51,06NB51,L,T,0.06,0.884,0.0064,0.0015,0.019,0.127,0.047,0.039,0.007,0.0285,0.017,0.0027,0.0092,0.0,0.003,2114.654,49.2493,1900.0,1635.0,1067.0
12337,23B196069,64.9,73.9,29.36,0.294099986553192,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.884,0.0064,0.0015,0.019,0.127,0.047,0.039,0.007,0.0285,0.017,0.0027,0.0092,0.0,0.003,2114.654,49.2493,1900.0,1635.0,1067.0
12352,23B196096,62.4,72.5,40.39,0.619099974632263,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.054,0.904,0.0066,0.002,0.022,0.127,0.046,0.04,0.008,0.0337,0.017,0.0029,0.0086,0.001,0.003,2150.294,54.14867,1922.0,1635.0,1140.0
12353,23B196097,60.4,72.0,38.17,0.619099974632263,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.054,0.904,0.0066,0.002,0.022,0.127,0.046,0.04,0.008,0.0337,0.017,0.0029,0.0086,0.001,0.003,2142.446,54.15108,1913.0,1637.0,1121.0
12354,23B196104,65.1,74.2,38.06,0.619000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.057,0.894,0.007,0.0037,0.017,0.111,0.044,0.047,0.01,0.0352,0.019,0.0026,0.0115,0.001,0.004,2146.496,59.07421,1914.0,1637.0,1065.0
12355,23B196105,62.6,73.6,37.11,0.619000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.057,0.894,0.007,0.0037,0.017,0.111,0.044,0.047,0.01,0.0352,0.019,0.0026,0.0115,0.001,0.004,2143.472,59.07083,1914.0,1637.0,1063.0
12356,23B196111,62.6,73.7,41.02,0.619099974632263,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.876,0.0065,0.0004,0.023,0.131,0.045,0.038,0.008,0.0256,0.019,0.0026,0.0087,0.0,0.003,2141.906,59.0728,1911.0,1637.0,1043.0
12357,23B196112,62.6,74.4,36.91,0.619099974632263,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.876,0.0065,0.0004,0.023,0.131,0.045,0.038,0.008,0.0256,0.019,0.0026,0.0087,0.0,0.003,2141.762,59.07396,1909.0,1641.0,1049.0
12358,23B196113,64.1,74.3,35.0,0.619000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.876,0.0065,0.0004,0.023,0.131,0.045,0.038,0.008,0.0256,0.019,0.0026,0.0087,0.0,0.003,2144.534,59.07254,1907.0,1635.0,1041.0
12359,23B196118,66.1,76.85,36.650000000000006,0.619000017642975,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.057,0.925,0.0074,0.0026,0.014,0.116,0.044,0.051,0.01,0.0234,0.021,0.0037,0.0116,0.0,0.004,2147.918,59.07172,1913.0,1639.0,1043.0
12700,23B197445,64.6,73.7,30.2,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,L,T,0.062,0.889,0.0096,0.0017,0.018,0.166,0.046,0.055,0.01,0.0337,0.018,0.0035,0.0077,0.001,0.004,2139.17,49.25174,1882.0,1603.0,1117.0
12701,23B197445,66.7,75.5,27.47,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.062,0.889,0.0096,0.0017,0.018,0.166,0.046,0.055,0.01,0.0337,0.018,0.0035,0.0077,0.001,0.004,2139.17,49.25174,1882.0,1603.0,1117.0
12702,23B197446,67.5,76.0,26.27,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.062,0.889,0.0096,0.0017,0.018,0.166,0.046,0.055,0.01,0.0337,0.018,0.0035,0.0077,0.001,0.004,2143.04,49.23483,1862.0,1598.0,1101.0
12703,23B197449,67.4,76.2,26.77,0.256000012159348,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.879,0.0071,0.0,0.017,0.146,0.043,0.044,0.007,0.0351,0.018,0.0025,0.0085,0.001,0.003,2151.068,49.23905,1882.0,1598.0,1056.0
12704,23B197451,67.3,76.4,23.37,0.256099998950958,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.879,0.0071,0.0,0.017,0.146,0.043,0.044,0.007,0.0351,0.018,0.0025,0.0085,0.001,0.003,2163.596,49.23334,1889.0,1596.0,1056.0
12705,23B197454,65.4,74.7,26.36,0.256000012159348,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.85,0.0082,0.0016,0.024,0.162,0.047,0.058,0.01,0.0344,0.019,0.0025,0.0074,0.001,0.004,2105.132,49.25451,1862.0,1599.0,1056.0
12706,23B197456,67.4,75.6,27.14,0.256000012159348,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.85,0.0082,0.0016,0.024,0.162,0.047,0.058,0.01,0.0344,0.019,0.0025,0.0074,0.001,0.004,2156.648,49.23502,1889.0,1598.0,1050.0
12710,23B197462,66.0,75.3,27.13,0.241999998688698,06NB51 600050,06NB51,06NB51,06NB55,L,T,0.058,0.899,0.0077,0.0007,0.02,0.156,0.045,0.04,0.008,0.0352,0.019,0.0031,0.0087,0.001,0.003,2058.476,49.2816,1808.0,1598.0,1052.0
12711,23B197462,69.5,78.3,26.16,0.241999998688698,06NB51 600050,06NB51,06NB51,06NB55,T,T,0.058,0.899,0.0077,0.0007,0.02,0.156,0.045,0.04,0.008,0.0352,0.019,0.0031,0.0087,0.001,0.003,2058.476,49.2816,1808.0,1598.0,1052.0
12745,23B197540,65.6,75.8,33.74,0.619000017642975,06NB51 600050,06NB51,06NB50,06NB51,T,T,0.06,0.883,0.0076,0.0005,0.031,0.124,0.043,0.041,0.009,0.0311,0.017,0.0034,0.0076,0.001,0.003,2170.868,54.14535,1900.0,1605.0,1081.0
12746,23B197541,64.3,74.8,37.24,0.619099974632263,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.883,0.0076,0.0005,0.031,0.124,0.043,0.041,0.009,0.0311,0.017,0.0034,0.0076,0.001,0.003,2170.274,54.14009,1898.0,1614.0,1153.0
12747,23B197558,63.7,73.9,33.5,0.454100012779236,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.893,0.006,0.0001,0.021,0.128,0.041,0.036,0.007,0.0382,0.018,0.0034,0.0052,0.001,0.003,2144.336,54.21146,1868.0,1599.0,1113.0
12748,23B197559,63.6,74.5,32.76,0.454100012779236,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.063,0.895,0.0073,0.0032,0.022,0.129,0.045,0.041,0.009,0.036,0.015,0.0027,0.0102,0.001,0.003,2133.572,54.2132,1873.0,1605.0,1092.0
12749,23B197561,59.0,72.6,33.22,0.454100012779236,06NB51 600050,06NB51,06NB51,06NB51,L,T,0.06,0.909,0.0059,0.003,0.013,0.127,0.043,0.036,0.009,0.0322,0.02,0.0022,0.0095,0.001,0.005,2113.232,54.18083,1882.0,1628.0,1115.0
12750,23B197561,64.9,74.8,29.24,0.454100012779236,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.909,0.0059,0.003,0.013,0.127,0.043,0.036,0.009,0.0322,0.02,0.0022,0.0095,0.001,0.005,2113.232,54.18083,1882.0,1628.0,1115.0
12768,23B197646,64.6,74.8,36.81,0.604200005531311,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.065,0.872,0.0037,0.001,0.021,0.141,0.045,0.035,0.01,0.0337,0.016,0.0024,0.0091,0.001,0.004,2166.782,54.1444,1898.0,1643.0,1128.0
12772,23B197654,63.0,74.7,36.28,0.604099988937378,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.056,0.895,0.0053,0.0031,0.018,0.144,0.04,0.032,0.006,0.0386,0.02,0.0027,0.01,0.001,0.003,2182.424,54.16221,1923.0,1598.0,1040.0
13328,23B199900,63.5,72.5,44.63,0.999599993228912,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.058,0.891,0.0073,0.0007,0.029,0.111,0.042,0.04,0.009,0.0293,0.018,0.0024,0.0093,0.001,0.005,2103.98,54.1799,1900.0,1558.0,1144.0
13329,23B199903,63.7,75.3,34.08,0.999800026416779,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.89,0.0074,0.0021,0.031,0.131,0.047,0.048,0.011,0.0328,0.022,0.0028,0.009,0.001,0.003,2106.77,54.17687,1900.0,1596.0,1043.0
13330,23B199904,66.8,75.1,37.78,0.753000020980835,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.89,0.0074,0.0021,0.031,0.131,0.047,0.048,0.011,0.0328,0.022,0.0028,0.009,0.001,0.003,2103.098,54.17811,1900.0,1621.0,1032.0
13331,23B199905,64.9,74.2,39.44,0.753099977970123,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.89,0.0074,0.0021,0.031,0.131,0.047,0.048,0.011,0.0328,0.022,0.0028,0.009,0.001,0.003,2098.814,54.18135,1893.0,1616.0,1034.0
13332,23B199907,57.4,75.0,34.19,0.753000020980835,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.06,0.89,0.0074,0.0021,0.031,0.131,0.047,0.048,0.011,0.0328,0.022,0.0028,0.009,0.001,0.003,2106.914,54.179,1895.0,1607.0,1009.0
13333,23B199909,66.4,74.5,37.71,0.753099977970123,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.061,0.899,0.0088,0.0018,0.031,0.127,0.044,0.056,0.01,0.0295,0.025,0.0031,0.0079,0.002,0.004,2119.694,54.17126,1893.0,1598.0,1007.0
13334,23B199910,64.9,75.3,36.19,0.753000020980835,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.061,0.899,0.0088,0.0018,0.031,0.127,0.044,0.056,0.01,0.0295,0.025,0.0031,0.0079,0.002,0.004,2119.424,54.1717,1889.0,1599.0,1031.0
13340,23B199922,62.6,74.0,36.01,0.618900001049042,06NB51 600050,06NB51,06NB55,06NB51,T,T,0.059,0.925,0.0067,0.0049,0.018,0.13,0.039,0.054,0.008,0.0348,0.024,0.0022,0.0082,0.001,0.005,2109.254,54.17898,1893.0,1587.0,1050.0
13341,23B199928,65.8,75.5,31.82,0.499900013208389,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.052,0.929,0.0077,0.0009,0.034,0.128,0.04,0.055,0.01,0.0358,0.024,0.0031,0.0092,0.002,0.004,2136.56,54.15765,1880.0,1596.0,1000.0
13342,23B199929,66.7,73.5,36.39,0.5,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.052,0.929,0.0077,0.0009,0.034,0.128,0.04,0.055,0.01,0.0358,0.024,0.0031,0.0092,0.002,0.004,2131.61,54.16157,1841.0,1601.0,1000.0
13343,23B199933,64.4,74.1,28.61,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.052,0.929,0.0077,0.0009,0.034,0.128,0.04,0.055,0.01,0.0358,0.024,0.0031,0.0092,0.002,0.004,2123.726,54.16476,1889.0,1599.0,1032.0
13345,23B199941,65.2,74.1,28.01,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.062,0.914,0.0069,0.0018,0.026,0.133,0.041,0.05,0.009,0.0322,0.02,0.0027,0.0077,0.002,0.005,2125.688,54.16816,1891.0,1608.0,1031.0
13346,23B199944,65.4,74.5,30.44,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.064,0.905,0.006,0.0033,0.023,0.119,0.04,0.039,0.01,0.0371,0.019,0.0026,0.0077,0.001,0.005,2060.204,54.19701,1884.0,1596.0,1041.0
13347,23B199949,65.4,74.7,29.34,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.064,0.905,0.006,0.0033,0.023,0.119,0.04,0.039,0.01,0.0371,0.019,0.0026,0.0077,0.001,0.005,2109.758,54.1708,1914.0,1601.0,1050.0
13348,23B199951,65.6,74.1,26.24,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.061,0.917,0.008,0.0021,0.03,0.137,0.041,0.053,0.01,0.0364,0.022,0.003,0.0075,0.002,0.004,2115.374,54.16922,1891.0,1599.0,1050.0
13349,23B199956,65.8,73.7,27.67,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.061,0.917,0.008,0.0021,0.03,0.137,0.041,0.053,0.01,0.0364,0.022,0.003,0.0075,0.002,0.004,2115.806,54.16839,1887.0,1599.0,1056.0
13350,23B199960,64.6,73.2,33.19,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.059,0.918,0.0065,0.0018,0.027,0.121,0.038,0.046,0.01,0.0377,0.02,0.0029,0.0083,0.001,0.006,2136.2,54.15751,1889.0,1594.0,1041.0
13351,23B199968,65.8,74.2,28.26,0.375,06NB51 600050,06NB51,06NB51,06NB51,T,T,0.064,0.905,0.0084,0.0032,0.022,0.132,0.04,0.047,0.009,0.034,0.023,0.0035,0.0076,0.001,0.005,2135.822,54.15817,1886.0,1599.0,1040.0
13352,23B199973,66.4,77.1,27.37,0.375099986791611,06NB51 600050,06NB51,06NB51,06NB51,T,H,0.064,0.905,0.0084,0.0032,0.022,0.132,0.04,0.047,0.009,0.034,0.023,0.0035,0.0076,0.001,0.005,2132.168,54.15753,1887.0,1605.0,1041.0
13353,23B199973,66.5,76.5,27.11,0.375099986791611,06NB51 600050,06NB51,06NB51,06NB51,T,M,0.064,0.905,0.0084,0.0032,0.022,0.132,0.04,0.047,0.009,0.034,0.023,0.0035,0.0076,0.001,0.005,2132.168,54.15753,1887.0,1605.0,1041.0
